cam_08935_01735810618	Recordo Francesc Ferrer i Gironés, amb la seva pipa, parlant de la catalanofòbia.
cam_00762_00707233531	Melendi va protagonitzar un espectacle lamentable en un avió.
cam_08664_00975738029	A Pequín tenen un problema greu amb la pol·lució.
cam_07140_02090200224	Puc veure tres bilions d'estrelles des de la meva finestra.
cam_04910_01927033795	Quasi tots els meus amics vénen de la comarca del Ripollès.
cam_07140_01182641676	La gent odia o estima les pel·lícules de Woody Allen; ningú es queda indiferent.
cam_08664_01868592123	No he viatjat mai a l'Àfrica.
cam_07140_00267785622	On juga Xavi Hernández?
cam_06582_02089125799	No sabia exactament on em trobava i preguntant em van informar que allò era Premià de Dalt.
cam_02992_02062837755	Perth es va fundar el 1923.
cam_00762_00017194398	No sé si Malgrat de Mar és al Maresme o la Selva.
cam_08664_00352577868	És el nou intent d'arribar a la presidència de la Carme Chacón
cam_08967_00455247520	Durant la guerra civil, alguns soldats republicans van anar al Kazakhstan per aprendre a pilotar avions de combat.
cam_06582_01523738649	Sant Salvador de Guardiola té dos nuclis antics, Guardiola i Salelles.
cam_04910_00013009896	No sé ara però fa molts anys El Periódico publicava notícies amb un llenguatge i un fons ideològic molt clars.
cam_08664_01902715247	Adidas ja no patrocina l'equip de bàsquet de Manresa
cam_02689_00586314832	Oleguer Presas va passar del Barça a l'Ajax d'Amsterdam
cam_08664_01139205850	La pizzeria Sorrento està regentada per un napolità.
cam_07140_01066804372	One Direction és una de les bandes de pop més famoses
cam_03115_01335401471	Si vius al Maresme i no saps què fer amb la ferralla truca a Viuda Clariana.
cam_03386_00162067827	Arkana és un grup anglès de música electrònica
cam_06582_01471082625	Retevisión és una empresa desapareguda que només apareix als llibres d'història.
cam_06582_01297916708	Encara guardo una samarreta que em vaig comprar el 1996.
cam_07140_01078758943	Vols venir demà amb mi al concert de Lady Gaga?
cam_08664_01462674775	Dani Pedrosa no sap fer anuncis
cam_06582_00006842154	José Luis Garci era un director de cinema espanyol molt famós.
cam_06705_01433549643	El meu pare va néixer a Tremp.
cam_06705_01212622192	Javier Nart era el candidat de Ciutadans a les Eleccions al Parlament Europeu de 2014 catorze
cam_07140_01300081084	Sebastian Vettel competeix amb l'equip Ferrari.
cam_02689_00234807274	A l'aeroport de Zuric hi fan escala molts vols internacionals.
cam_02689_01977020607	Els vins d'Alella són prou bons.
cam_03115_00885004780	És una pica Duravit preciosa
cam_06582_02062449891	Va anar a Polònia pensant que sabia polonès i resulta que només parlava català.
cam_08935_00407058825	Bellvís és entre la Noguera i el Segrià.
cam_08664_00365668762	L'Aquàrium de Barcelona el visiten molts grups escolars.
cam_00762_01938293302	L'empresa Miralles fa tot tipus de màquines electròniques
cam_03115_00396373832	Viladecavalls és un nom amb un significat entenedor.
cam_04910_00656066796	Miquel Maria Gibert és un senyor molt agradable amb aspecte de despistat
cam_03115_01156293283	A Lleida es barallen amb els de Saragossa per les obres d'art.
cam_00762_00251667687	Aquest cap de setmana anirem a una casa rural a Cassà de la Selva.
cam_02689_01794123216	Creus que Joan Canongia Gerona voldria presentar-se com a alcalde per Vacarisses?
cam_06705_00400074739	Baixarem del metro a Drassanes i passejarem per la Rambla.
cam_06705_01768788913	A l'estiu a Sant Jaume dels Domenys hi fa una calor insuportable.
cam_00762_00971475346	Claríssimament a Can Lluís fan miralls.
cam_00459_01604520740	Me'n faig creus de la gent que va a la platja a Cubelles al costat de la central tèrmica.
cam_08967_00105345490	El cafè de Burundi és d'altíssima qualitat.
cam_08664_00865030571	El primer treball de la meva filla va ser a Ibèria.
cam_04787_01492496853	A causa d’un retard en la sortida del vol, no van arribar a l'aeroport internacional de Los Angeles fins les quatre.
cam_03386_00616372135	Per Reis em van regalar una cartera de pell de Pell Osona.
cam_04787_01730914942	Antonio García Robledo, nascut a la Llagosta, és un gran jugador d'handbol amb projecció internacional.
cam_03386_01028284859	Quan un restaurant m'ofereix Pepsi, canvio de beguda
cam_00762_01472908865	Ramon Bosc fou un capellà de la Catalunya medieval.
cam_04910_00309060109	Durant molts anys Mango va dominar el mercat de moda espanyol.
cam_06279_00162052305	Us en recordeu, de la nena de l'anunci de Catalana d’Occident?
cam_08935_00917320564	El Pont de Suert està situat al Prepirineu.
cam_02992_00673277313	Visitaré Israel l’any que ve per entendre els problemes de la zona.
cam_06279_00867664194	Em fa patir veure Joan Quintana i Paredes fent alpinisme de risc.
cam_08967_01046800454	Totes les proves les pots fer a Laboratoris Hartmann.
cam_08967_00848648209	Gedia s'ha desfet de la seva seu a Girona.
cam_06582_00402754252	El David és l'hereu de la família Güell.
cam_08935_01286572213	El rap de Jordi Hurtado i la seva fórmula màgica contra l'envelliment són famosos
cam_02689_00154151931	El sistema de recollida de dades conté nou mil línies de codi.
cam_06279_01347947062	Instakrupp té seu a Catalunya però és una empresa alemanya.
cam_03115_01338123123	M'agrada molt el vestit de les hostesses d’Iberia
cam_08664_01907524363	A la meva taula de lectura tinc un llibre d'Àngel Brunet pendent de llegir.
cam_07140_00004556964	Ha mort el cantant nord-americà Stevie Wonder
cam_02992_00607766393	A l'estiu, tota cuca viu.
cam_02992_02126790788	Fer el cim de l'Everest és un repte físic i psicològic.
cam_04484_01710130999	Sant Joan és una festa popular que se celebra el vint-i-tres de juny.
cam_08967_01075598700	A Torres de Segre hi fan bona fruita de Lleida.
cam_08664_01937971212	El Carles Puyol és nascut al Pallars Jussà.
cam_03386_01892514262	No he arribat a saber mai què se'n va fer de Kevin Jonas després de ser una estrella de Disney
cam_02992_01519155318	Tot visitant el castell de Stirling vaig tenir molts problemes per entendre l'accent anglès que parlava el guia.
cam_07140_00892797045	En quin idioma es publiquen els llibres Harper Collins?
cam_04910_02037609049	L'any dos-cents cinquanta-tres després de Crist va passar alguna cosa a Roma.
cam_02689_00792774616	M'agrada resoldre les torres d'Hanoi per relaxar-me.
cam_00762_01973644396	La meva germana va néixer l'any setanta-vuit.
cam_08967_00903419986	Un tarragoní viu a Pyongyang i treballa pel govern militar de Corea del Nord.
cam_08967_01926518987	He portat el cotxe al taller Morató perquè em canviïn l'oli.
cam_03386_01549011226	Rafael Nadal és qui ha guanyat més títols del Roland Garros de la història
cam_02689_01965641278	La pobresa que es veu a Calcuta és colpidora.
cam_08935_01468410873	Música, cervesa i futbol, això és Liverpool.
cam_04910_00793060501	Quant val l'entrada del Museu d'Història de Barcelona?
cam_08664_00016038629	Abans Myanmar es deia Birmània i era una colònia britànica.
cam_08967_00246578535	El monestir de Sant Joan de les Abadesses és molt antic.
cam_06582_00063168861	Ana de Armas, cubana de naixement, als seus vint-i-vuit anys és una gran actriu.
cam_00459_01002168196	Has vist la foto de Duran i Lleida esmorzant al Ritz?
cam_00459_00246770375	Kosovo és un nou Estat, encara no reconegut per alguns països.
cam_06279_02146930208	La diada castellera del Catllar sempre porta sorpreses.
cam_03115_01638320418	El personal de Badalona Serveis Assistencials ens ajuda molt a cuidar de l'àvia Júlia.
cam_00762_01826364271	El conjunt arquitectònic d'Hostalric va ser declarat monument històric nacional l'any 1963.
cam_06705_01572800510	El més interessant de Prudenci Bertrana era la seva explicació de l'entorn i la història.
cam_04484_00874882030	El 2017 acabaré la meva tesi doctoral.
cam_04484_01780021885	Anna Forés, pedagoga, s'ha preocupat molt de temes com la resiliència, l’assertivitat i l’eurodidàctica en l'àmbit de la pedagogia.
cam_08967_01913437148	Per anar a Veneçuela des d'Europa, Iberia té les millors ofertes.
cam_04910_01398516871	Trobar un hotel durant la Patum de Berga és difícil.
cam_03115_02005738229	La novena simfonia de Beethoven.
cam_08967_01602728061	Quina és l'àrea d'activitat de l'empresa Abacus?
cam_08935_01429045586	El nom de la capital de Burkina Faso costa molt de pronunciar.
cam_08935_01469072056	Domènech i Montaner va dissenyar el Palau de la Música.
cam_00762_00320338875	El Dijous Gras es menja botifarra d'ou i coca de llardons.
cam_00762_01098347336	Les denominacions d’origen Penedès i Priorat són les més antigues de Catalunya.
cam_08935_00157410158	Va ser la vuitena concursant qui va convèncer el jurat.
cam_04910_00901170305	És interessant el que escriu i diu Lluís Foix, tot i que ho fa des de la poltrona dels benestants.
cam_06582_01972718676	M'agraden molt els articles de Carles Capdevila
cam_04787_01842907597	Els cotxes McLaren són ben coneguts; el que em va sorprendre és la qualitat dels seus cotxets
cam_08664_00786119286	Istanbul no és un destí gaire estable últimament.
cam_07140_01845099354	Els Pets fan un pop que entra fàcilment
cam_06582_01675015924	En aquella residència es fa una única festa anual per a tots aquells que celebren el norantè aniversari.
cam_08967_01885936076	Roma és una ciutat per visitar a peu.
cam_00459_01254247669	La Canonja és part de la ciutat de Tarragona.
cam_06582_00689140943	Lloret de Mar és un clar exemple de pornografia urbanística.
cam_02689_00396613354	Un dels pares del muntanyisme i excursionisme català va ser sens cap mena de dubte César August Torras.
cam_04910_00802169732	Els turistes poden passar la nit a l'impressionant castell de Cardona.
cam_04787_01650714847	Demà celebraré el meu centè aniversari.
cam_04484_01864149605	Les sabates de cal Cases són d'alta qualitat.
cam_06279_01140449648	Joan Clos va ser alcalde de Barcelona i ministre d'Indústria.
cam_07140_00827729578	Crec que ara condueix un Toyota.
cam_00459_01809856773	Cada any comença alguna col·lecció de Seix Barral.
cam_03386_01900271235	La prolífica actriu Alícia Salvador enguany ha rodat quatre pel·lícules
cam_04910_02134452582	Quan veig una bossa Tous sempre penso que és d'imitació
cam_06279_01858143175	El Ricardo es va comprar un Ford Fiesta per anar a esquiar.
cam_06582_01210024062	Pedro de la Rosa va ser un pilot automobilístic de Fórmula 1
cam_02992_01273062406	Guils Fontanera és una estació d'esquí de fons de la Cerdanya.
cam_06705_00954162702	Les places dels pàrquings Saba són grans i còmodes.
cam_04484_00389471556	Per Bescanó hi passen tres rius.
cam_02992_00412972661	Alphabet es el nom que recull en una totes les línies de negoci de l'antic Google.
cam_07140_01395763028	Nil Bohigas és un mític alpinista català
cam_08967_01539442216	L'arxipèlag Midway és un atol que depèn dels Estats Units, situat a l'oceà Pacífic a mig camí entre les Filipines i Califòrnia.
cam_03115_01741729576	Cada dia per esmorzar menjo pa amb tomàquet.
cam_06582_00852937621	A Sant Just Desvern hi ha TV3.
cam_07140_00458297243	Amazon ha creat un sistema de missatgeria ràpida.
cam_08967_00397569942	Visc a Cunit, no és cap acudit.
cam_02689_00289168351	Les Borges Blanques és terra de pagesos.
cam_08664_00690705649	Sabies que Emili Castellanos va néixer a Tagamanent?
cam_08935_00226326493	L'autor d’Els Pastorets és Josep Maria Folch i Torres
cam_00459_00927394838	L'aeroport de Girona és a Vilobí d'Onyar.
cam_07140_01166255208	Sembla que Selena Gomez ja no surt amb Justin Bieber
cam_03386_00704464069	Quina és la nova pel·lícula d'Icíar Bollaín?
cam_03386_01855482636	Twiggy era una model molt prima de l'època dels meus pares
cam_04910_01152423290	Potser serà imitada però mai serà Igualada.
cam_08967_00714874577	Camper és una marca de sabates
cam_08935_01107251514	El capellà Jaume Collell i Bancells va ser un dels mestres en gai saber del segle dinou
cam_06582_00224203682	Núria Feliu llegeix La Vanguardia al videoclip de la cançó Paraules
cam_04910_00592616585	Vaig comprar el Ford Fiesta als anys noranta.
cam_06705_01302972345	La seu central de l'empresa es troba a Maçanet de la Selva.
cam_00459_01828309979	Okawa té una de les indústries de bolígrafs més importants del món.
cam_00459_00303615708	Va haver de fugir de Manila per problemes de seguretat.
cam_03115_00590705189	Si et compres un portàtil Asus no tindràs gaires problemes.
cam_00459_02025715968	Antonio Fabra va néixer a Reus, com el general Prim.
cam_00459_00044440812	El càtering l'hem contractat a l'empresa Catering Sensacions.
cam_00459_00475914326	Tinc unes fotos dels cirerers florits a Hirosaki que són una passada.
cam_06705_02058139345	Cada any hi ha un pelegrinatge massiu a la Meca.
cam_06279_00917144456	Les benzineres Repsol solen ser les més barates.
cam_06279_01787246332	El meu amic Pau ven productes d'ortodòncia Proclínic.
cam_04484_00877098241	L'obra més popular d'Enric Granados es titula Goyescas.
cam_08935_00202509590	Durant molt de temps vaig llegir el diari Avui.
cam_00459_01626011676	Les pífies televisives de Nuria Solé són encantadores
cam_06279_01808133601	Em pregunto si encara envegen a Sant Jaume d'Enveja.
cam_08935_00071219458	Durant el febrer convé abrigar-se.
cam_06582_02070295929	A l'Aràbia Saudita els homes porten túniques blanques.
cam_06705_00016606826	La meva mare compra roba a Punt Roma.
cam_00459_00344298134	On és el restaurant més proper?
cam_04910_01411293090	Quan era petit vaig visitar el parc d'animals d'Albinyana.
cam_06279_00388594541	Aquest edifici va ser dissenyat per Antoni Gaudí.
cam_06582_01837327242	Els anuncis de KH7 són xocants i no deixen a ningú indiferent.
cam_08935_01556987892	Els cotxes d’Audi són molt grans i bonics
cam_03386_00579903269	Frederic Garcia pesa seixanta-vuit quilos.
cam_02992_00690981469	M'agrada especialment sentir la Chenoa parlant amb el dolç accent balear.
cam_06582_00105990789	A un quart de quatre de la matinada va trucar la Maria.
cam_08935_01396341503	Espanya ha quedat vintena a Eurovisió, millor que altres anys.
cam_06705_01831755533	Celestí Barallat i Falguera va ser un advocat i escriptor a qui la Renaixença catalana deu molt.
cam_04910_01528900397	Cornellà de Llobregat és una població propera a Barcelona.
cam_04484_01018847244	Artur Bladé, que es va haver d'exiliar l'any 39, és considerat com un dels grans escriptors i cronistes de l'exili.
cam_03115_01833369660	Aquesta és la catorzena torrada que menja per esmorzar.
cam_08664_00808839723	El meu oncle treballa al polígon industrial de Torrefarrera.
cam_03386_00559369872	El mar Roig se situa entre la península aràbiga, Egipte, el Sudan i Somàlia.
cam_00459_00564003702	Tous és coneguda pel seu famós osset.
cam_07140_02105573790	David Moyes va substituir en el càrrec a Sir Alex Ferguson
cam_04484_00536035322	De petit anàvem tot sovint a les platges del Garraf.
cam_06582_01303069716	Les illes Filipines es diuen així per un rei castellà.
cam_04910_01939232100	Moscou passa per ser una de les ciutats més cares del món per viure-hi.
cam_02992_01540120207	FADE és el Festival d'Art Digital i Electrònica de la Cellera de Ter.
cam_06279_00776774142	De fertilitzants Compo Expert n’hi ha per tot el món.
cam_06582_00631175468	Cada dinou de març, per Sant Josep, menjo crema amb la família.
cam_00459_01848878281	Una amiga meva té família a Sant Vicenç de Torelló i diu que la Festa Major és massa.
cam_02689_00291372465	Les excursions de l'escola al Berguedà van ser organitzades per una empresa externa.
cam_06705_01878754773	Les pel·lícules produïdes per Altafilms generalment són divertides.
cam_02689_01385339771	La revista Descobrir Catalunya sempre publica articles interessants.
cam_06705_01816997233	M'encantaria anar a les Maldives de vacances.
cam_04787_01028741791	El comerç al carrer millora el negoci d'Interquim.
cam_06582_01535910446	El cafè de Can Pagès és massa car
cam_04787_01275837468	Sabeu si es pot anar caminant de Sri Lanka a l'Índia?
cam_04787_01809963810	La fragància del perfum Maduixa és meravellosa
cam_06582_02030760789	La capital de Bòsnia i Hercegovina, Sarajevo, és multicultural.
cam_06705_00378729384	Sergi López ha tingut més èxit a França que a Catalunya
cam_02689_01552334944	A dos quarts i deu de nou, prenc el cafè amb els companys de feina.
cam_04787_02061979013	Desconec si Antoni Picó i Azanza encara milita a Unió Democràtica de Catalunya.
cam_06582_01946079276	Iberia té vols a molt bon preu darrerament.
cam_04787_00265344995	Antonio Orozco és un cantant i compositor català amb més de mig milió de còpies venudes arreu de l'Estat.
cam_07140_01175460454	Sofía Vergara té sentit de l'humor i és més intel·ligent del que pensa la gent
cam_04787_00885098249	Els de Can Miquel són a Vilamalla, tot i que ara els propietaris són xinesos.
cam_07140_00275793650	No hi ha franceses a les Franqueses del Vallès.
cam_04910_01417192525	Cristian Ugalde és un jugador d'handbol que ho fa molt bé com a extrem esquerre
cam_04787_00394748632	A La Maquinista pots trobar tot el material necessari per a practicar esports aquàtics.
cam_06279_00980381767	Levi's es va fundar fa més de cinquanta anys.
cam_00762_00175775728	És clar que has fet tard, són les tres i cinc i el tren sortia a les tres.
cam_03115_01528687932	Si aneu al Japó us proposo visitar la ciutat d'Asahikawa.
cam_08935_01791772313	Darwin és molt lluny de Barcelona.
cam_06705_01781900050	Qatar Aerolínies patrocina el Barça, i això no agrada a molts socis.
cam_06279_01814941926	A Arenys de Mar poden estar orgullosos de la biografia de Fèlix Cucurull.
cam_00762_01062834437	L'oli de Borges és realment molt bo.
cam_04484_00252544692	Molts futbolistes viuen a Gavà.
cam_04484_02115724811	Vueling ja no ofereix vols, ja que la companyia va fer fallida.
cam_04910_00575952364	El molí de Roda de Ter és molt antic.
cam_03115_02110771235	Aquell senyor de Formentera treballa com a fotògraf per a l’Ara
cam_06582_02086181892	El castell de Pals és un castell termenat del segle nou.
cam_03386_00827532122	Alicia Keys s'ha manifestat contraria a les imposicions de gènere
cam_06582_00958280750	Quan veig anuncis de Maria Lucas em poso malalt
cam_02992_01097792947	Antioquia és una ciutat turca molt a prop de Síria amb una història antiquíssima.
cam_04787_01531564850	Vaig anar a celebrar el meu aniversari a l'Hotel Miramar de Llançà
cam_04787_00734874087	Pujarem en tren a Puigcerdà i després farem una excursió al voltant de la ciutat.
cam_08664_01091025942	Em sembla que Feliu-Joan Guillaumes i Ráfols és nascut a Camprodon.
cam_08664_00200595570	Pel que sé Al Garhoud és un barri de Dubai a prop de l'aeroport.
cam_02992_00103668041	Si haguessis demanat una Visa, podries pagar en aquest bar.
cam_00459_01770919513	Francisco o Francesc Godia va ser un dels primers pilots catalans, amb Joan Jover, de Fórmula 1.
cam_07140_00998778995	Tot l'any passat se'l va passar escoltant la cançó de John Lennon
cam_04787_00460535524	Uber és una de les revolucions dels darrers anys
cam_06705_00916439674	Al circuit de Jerez s'hi fan curses de motos.
cam_02689_00944650455	Van poder apagar el foc gràcies als voluntaris del Pla de Santa Maria.
cam_00459_00755033323	La Festa Major de Pallejà és força divertida.
cam_08935_00534059830	Vam confiar els tràmits de l'herència de l'avi als de Cuatrecasas Gonçalves Pereira, i ho van fer bé.
cam_08967_01148135761	Lluís Llach va omplir el Camp Nou l'any 1985
cam_06279_01997180067	L'aeroport de Heathrow a Londres és un dels més grans del món.
cam_03386_01307284058	Maria Rovira és una fresca
cam_03115_00671717580	Els vedells i els xais de Can Roca formen una ramaderia formidable.
cam_04910_00138090461	El circuit de Philip Island és un del més ràpids del món.
cam_07140_01697473298	Raquel Sans presenta el telenotícies de dia, i de nit canta música pop
cam_04910_01311288528	Unipost fa la competència a Correus.
cam_00762_01070031897	Quan era petit anava molt sovint a Folgueroles.
cam_03115_00700399268	Es diu que trenta-tres és l'edat en què Jesús va ser crucificat.
cam_06705_01761774068	Joaquim Amat-Piniella fou empresonat al camp de Mauthausen i escrigué una novel·la sobre l'experiència
cam_08664_01182789102	El meu cosí anava de colònies a Arbúcies
cam_07140_01594774122	Aquest nom de Concessionària de la Generalitat de Catalunya és un mal nom, no diu res del servei que ofereix.
cam_02689_01333817832	La revista Cuore només la llegeixen dones
cam_03115_02007248612	F Faiges produeix olis d'oliva.
cam_06582_00938567236	Els de Vista Impressió treballen amb qualitat, ràpid i a preus que estan prou bé.
cam_03115_00936760433	La jaqueta costa vuitanta-set euros.
cam_04787_00753067964	L'avió aterra a dos quarts i cinc de quatre.
